날짜,항공사,출발시간,가격
2024.03.28 Thu,진에어,"07:10ICN09:30NRT직항, 02시간 20분","성인/삼성카드편도 392,600원~"
2024.03.28 Thu,진에어,"15:20ICN18:00NRT직항, 02시간 40분","성인/삼성카드편도 392,600원~"
2024.03.28 Thu,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/롯데카드 할인특가확인편도 394,400원~"
2024.03.28 Thu,아시아나항공,"12:10ICN14:30NRT직항, 02시간 20분","성인/롯데카드 할인특가확인편도 394,400원~"
2024.03.28 Thu,아시아나항공,"15:35ICN17:55NRT직항, 02시간 20분","성인/롯데카드편도 394,400원~"
2024.03.28 Thu,아시아나항공,"18:35ICN21:00NRT직항, 02시간 25분","성인/롯데카드편도 402,500원~"
2024.03.28 Thu,대한항공,"13:35ICN15:40NRT직항, 02시간 05분","장애인편도 404,700원~"
2024.03.28 Thu,대한항공,"09:55ICN12:20NRT직항, 02시간 25분","장애인편도 404,700원~"
2024.03.28 Thu,대한항공,"16:55ICN19:20NRT직항, 02시간 25분","장애인편도 404,700원~"
2024.03.28 Thu,일본항공,"18:45ICN21:05NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.28 Thu,일본항공,"09:55ICN12:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.28 Thu,일본항공,"16:55ICN19:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.28 Thu,ANA항공 ,"09:00ICN11:20NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.29 Fri,제주항공,"14:20ICN17:00NRT직항, 02시간 40분","성인/KB국민카드(이용실적 충족시)편도 322,200원~"
2024.03.29 Fri,제주항공,"09:05ICN11:30NRT직항, 02시간 25분","성인/신한카드편도 328,700원~"
2024.03.29 Fri,제주항공,"08:10ICN10:35NRT직항, 02시간 25분","성인/신한카드편도 328,700원~"
2024.03.29 Fri,제주항공,"10:35ICN13:00NRT직항, 02시간 25분","성인/신한카드편도 328,700원~"
2024.03.29 Fri,진에어,"07:10ICN09:30NRT직항, 02시간 20분","성인/삼성 iD NOMAD 카드편도 331,600원~"
2024.03.29 Fri,이스타항공,"08:40ICN11:00NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 337,600원~"
2024.03.29 Fri,제주항공,"14:50ICN17:15NRT직항, 02시간 25분","성인/삼성카드편도 340,900원~"
2024.03.29 Fri,에어프레미아,"08:25ICN11:00NRT직항, 02시간 35분","성인/삼성 iD NOMAD 카드편도 351,300원~"
2024.03.29 Fri,티웨이항공,"07:45ICN10:10NRT직항, 02시간 25분","성인/롯데카드편도 357,000원~"
2024.03.29 Fri,티웨이항공,"15:30ICN17:50NRT직항, 02시간 20분","성인/롯데카드편도 357,000원~"
2024.03.29 Fri,제주항공,"16:20ICN18:40NRT직항, 02시간 20분","성인/삼성카드편도 358,400원~"
2024.03.29 Fri,이스타항공,"15:20ICN17:55NRT직항, 02시간 35분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 365,600원~"
2024.03.29 Fri,진에어,"07:30ICN09:50NRT직항, 02시간 20분","성인/삼성 iD NOMAD 카드편도 367,300원~"
2024.03.29 Fri,에어서울,"07:55ICN10:25NRT직항, 02시간 30분","성인/삼성카드편도 373,900원~"
2024.03.29 Fri,에어서울,"09:40ICN12:10NRT직항, 02시간 30분","성인/삼성카드편도 373,900원~"
2024.03.29 Fri,에어서울,"16:40ICN19:00NRT직항, 02시간 20분","성인/삼성카드편도 373,900원~"
2024.03.29 Fri,진에어,"15:20ICN18:00NRT직항, 02시간 40분","성인/삼성 iD NOMAD 카드편도 392,600원~"
2024.03.29 Fri,진에어,"11:45ICN14:15NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 392,600원~"
2024.03.29 Fri,대한항공,"16:55ICN19:20NRT직항, 02시간 25분","장애인편도 395,200원~"
2024.03.29 Fri,대한항공,"13:35ICN15:40NRT직항, 02시간 05분","장애인편도 395,200원~"
2024.03.29 Fri,아시아나항공,"12:10ICN14:30NRT직항, 02시간 20분","성인/롯데카드편도 402,500원~"
2024.03.29 Fri,아시아나항공,"15:35ICN17:55NRT직항, 02시간 20분","성인/롯데카드편도 402,500원~"
2024.03.29 Fri,아시아나항공,"18:35ICN21:00NRT직항, 02시간 25분","성인/롯데카드편도 402,500원~"
2024.03.29 Fri,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/롯데카드편도 402,500원~"
2024.03.29 Fri,대한항공,"18:45ICN21:05NRT직항, 02시간 20분","장애인편도 404,700원~"
2024.03.29 Fri,대한항공,"09:55ICN12:20NRT직항, 02시간 25분","장애인편도 404,700원~"
2024.03.29 Fri,일본항공,"18:45ICN21:05NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.29 Fri,일본항공,"09:55ICN12:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.29 Fri,일본항공,"16:55ICN19:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.29 Fri,일본항공,"13:35ICN15:40NRT직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.29 Fri,에티오피아항공,"17:00ICN19:30NRT직항, 02시간 30분","성인/삼성카드편도 688,800원~"
2024.03.30 Sat,이스타항공,"07:15ICN10:10NRT직항, 02시간 55분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 282,700원~"
2024.03.30 Sat,티웨이항공,"10:20ICN12:45NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 284,300원~"
2024.03.30 Sat,에어프레미아,"08:25ICN11:00NRT직항, 02시간 35분","성인/삼성 iD NOMAD 카드편도 285,300원~"
2024.03.30 Sat,제주항공,"08:10ICN10:35NRT직항, 02시간 25분","성인/신한카드편도 300,900원~"
2024.03.30 Sat,티웨이항공,"15:30ICN17:50NRT직항, 02시간 20분","성인/신한카드 할인특가확인편도 308,700원~"
2024.03.30 Sat,티웨이항공,"07:45ICN10:10NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 308,700원~"
2024.03.30 Sat,이스타항공,"08:40ICN11:00NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 309,800원~"
2024.03.30 Sat,제주항공,"14:20ICN17:00NRT직항, 02시간 40분","성인/삼성카드편도 314,600원~"
2024.03.30 Sat,제주항공,"10:35ICN13:00NRT직항, 02시간 25분","성인/신한카드편도 328,700원~"
2024.03.30 Sat,에티오피아항공,"17:00ICN19:30NRT직항, 02시간 30분","성인/삼성카드편도 356,700원~"
2024.03.30 Sat,제주항공,"16:20ICN18:40NRT직항, 02시간 20분","성인/삼성카드편도 358,400원~"
2024.03.30 Sat,제주항공,"14:50ICN17:15NRT직항, 02시간 25분","성인/삼성카드편도 358,400원~"
2024.03.30 Sat,이스타항공,"15:20ICN18:00NRT직항, 02시간 40분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 365,600원~"
2024.03.30 Sat,진에어,"11:45ICN14:15NRT직항, 02시간 30분","성인/삼성카드편도 367,300원~"
2024.03.30 Sat,진에어,"15:20ICN18:00NRT직항, 02시간 40분","성인/삼성카드편도 367,300원~"
2024.03.30 Sat,에어서울,"16:40ICN19:00NRT직항, 02시간 20분","성인/롯데카드편도 377,600원~"
2024.03.30 Sat,에어서울,"07:55ICN10:25NRT직항, 02시간 30분","성인/롯데카드편도 377,600원~"
2024.03.30 Sat,진에어,"07:10ICN09:30NRT직항, 02시간 20분","성인/삼성카드편도 392,600원~"
2024.03.30 Sat,진에어,"07:30ICN09:50NRT직항, 02시간 20분","성인/삼성카드편도 392,600원~"
2024.03.30 Sat,아시아나항공,"12:10ICN14:30NRT직항, 02시간 20분","성인/롯데카드편도 394,400원~"
2024.03.30 Sat,아시아나항공,"18:35ICN21:00NRT직항, 02시간 25분","성인/롯데카드편도 394,400원~"
2024.03.30 Sat,대한항공,"13:35ICN15:40NRT직항, 02시간 05분","장애인편도 395,200원~"
2024.03.30 Sat,대한항공,"09:55ICN12:20NRT직항, 02시간 25분","장애인편도 395,200원~"
2024.03.30 Sat,대한항공,"16:55ICN19:20NRT직항, 02시간 25분","장애인편도 395,200원~"
2024.03.30 Sat,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/롯데카드편도 402,500원~"
2024.03.30 Sat,아시아나항공,"15:35ICN17:55NRT직항, 02시간 20분","성인/롯데카드편도 402,500원~"
2024.03.30 Sat,대한항공,"18:45ICN21:05NRT직항, 02시간 20분","장애인편도 404,700원~"
2024.03.30 Sat,일본항공,"18:45ICN21:05NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.30 Sat,일본항공,"09:55ICN12:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.30 Sat,일본항공,"13:35ICN15:40NRT직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.30 Sat,일본항공,"16:55ICN19:20NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.30 Sat,ANA항공 ,"09:00ICN11:20NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.30 Sat,ANA항공 ,"18:35ICN21:00NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.31 Sun,이스타항공,"08:00ICN10:30NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 282,700원~"
2024.03.31 Sun,에어프레미아,"08:50ICN11:20NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 285,300원~"
2024.03.31 Sun,제주항공,"07:40ICN10:15NRT직항, 02시간 35분","성인/신한카드편도 300,900원~"
2024.03.31 Sun,에어서울,"07:50ICN10:30NRT직항, 02시간 40분","성인/삼성카드 할인특가확인편도 305,000원~"
2024.03.31 Sun,티웨이항공,"07:45ICN10:15NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 308,700원~"
2024.03.31 Sun,제주항공,"08:30ICN11:00NRT직항, 02시간 30분","성인/삼성카드편도 314,600원~"
2024.03.31 Sun,제주항공,"10:35ICN12:55NRT직항, 02시간 20분","성인/삼성카드편도 314,600원~"
2024.03.31 Sun,진에어,"07:25ICN10:00NRT직항, 02시간 35분","성인/삼성 iD NOMAD 카드편도 315,600원~"
2024.03.31 Sun,에어서울,"09:40ICN12:00NRT직항, 02시간 20분","성인/삼성카드 할인특가확인편도 323,400원~"
2024.03.31 Sun,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 329,000원~"
2024.03.31 Sun,에어부산,"07:35ICN10:05NRT직항, 02시간 30분","성인/모든 결제수단편도 343,000원~"
2024.03.31 Sun,티웨이항공,"10:20ICN12:50NRT직항, 02시간 30분","성인/삼성카드편도 357,000원~"
2024.03.31 Sun,이스타항공,"15:10ICN17:30NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 365,600원~"
2024.03.31 Sun,에어서울,"16:45ICN19:10NRT직항, 02시간 25분","성인/삼성카드편도 373,900원~"
2024.03.31 Sun,진에어,"06:45ICN09:20NRT직항, 02시간 35분","성인/삼성 iD NOMAD 카드편도 392,600원~"
2024.03.31 Sun,진에어,"09:45ICN12:15NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 392,600원~"
2024.03.31 Sun,아시아나항공,"12:15ICN14:40NRT직항, 02시간 25분","성인/롯데카드편도 394,400원~"
2024.03.31 Sun,대한항공,"13:00ICN15:30NRT직항, 02시간 30분","장애인편도 395,200원~"
2024.03.31 Sun,대한항공,"10:10ICN12:40NRT직항, 02시간 30분","장애인편도 395,200원~"
2024.03.31 Sun,아시아나항공,"15:45ICN18:15NRT직항, 02시간 30분","성인/롯데카드편도 402,500원~"
2024.03.31 Sun,아시아나항공,"18:30ICN21:00NRT직항, 02시간 30분","성인/롯데카드편도 402,500원~"
2024.03.31 Sun,대한항공,"17:25ICN19:45NRT직항, 02시간 20분","장애인편도 404,700원~"
2024.03.31 Sun,일본항공,"10:10ICN12:40NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.31 Sun,일본항공,"17:25ICN19:45NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.31 Sun,일본항공,"13:00ICN15:30NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.03.31 Sun,ANA항공 ,"12:15ICN14:40NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.31 Sun,ANA항공 ,"09:00ICN11:20NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.03.31 Sun,에티오피아항공,"17:00ICN19:30NRT직항, 02시간 30분","성인/삼성카드편도 605,800원~"
2024.04.01 Mon,진에어,"06:45ICN09:20NRT직항, 02시간 35분","성인/삼성카드편도 214,600원~"
2024.04.01 Mon,에어부산,"07:35ICN10:05NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 223,100원~"
2024.04.01 Mon,제주항공,"07:40ICN10:15NRT직항, 02시간 35분","성인/신한카드 할인특가확인편도 224,400원~"
2024.04.01 Mon,티웨이항공,"10:20ICN12:50NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 227,400원~"
2024.04.01 Mon,티웨이항공,"07:45ICN10:15NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 227,400원~"
2024.04.01 Mon,제주항공,"08:30ICN11:00NRT직항, 02시간 30분","성인/신한카드편도 228,200원~"
2024.04.01 Mon,에어서울,"07:50ICN10:30NRT직항, 02시간 40분","성인/신한카드 할인특가확인편도 233,700원~"
2024.04.01 Mon,진에어,"07:25ICN10:00NRT직항, 02시간 35분","성인/삼성카드편도 235,000원~"
2024.04.01 Mon,에어서울,"10:15ICN12:40NRT직항, 02시간 25분","성인/롯데카드 할인특가확인편도 249,000원~"
2024.04.01 Mon,이스타항공,"08:00ICN10:30NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 256,000원~"
2024.04.01 Mon,제주항공,"12:30ICN15:00NRT직항, 02시간 30분","성인/삼성카드편도 261,900원~"
2024.04.01 Mon,제주항공,"10:35ICN12:55NRT직항, 02시간 20분","성인/삼성카드편도 261,900원~"
2024.04.01 Mon,에어프레미아,"08:50ICN11:20NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 263,300원~"
2024.04.01 Mon,진에어,"09:45ICN12:15NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 275,300원~"
2024.04.01 Mon,에어부산,"15:50ICN18:10NRT직항, 02시간 20분","성인/삼성 iD NOMAD 카드편도 278,900원~"
2024.04.01 Mon,티웨이항공,"15:00ICN17:30NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 284,300원~"
2024.04.01 Mon,대한항공,"13:00ICN15:25NRT직항, 02시간 25분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 286,900원~"
2024.04.01 Mon,제주항공,"15:05ICN17:30NRT직항, 02시간 25분","성인/삼성카드편도 288,200원~"
2024.04.01 Mon,제주항공,"16:05ICN18:30NRT직항, 02시간 25분","성인/삼성카드편도 288,200원~"
2024.04.01 Mon,아시아나항공,"12:15ICN14:40NRT직항, 02시간 25분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 312,000원~"
2024.04.01 Mon,진에어,"14:45ICN17:10NRT직항, 02시간 25분","성인/삼성카드편도 315,600원~"
2024.04.01 Mon,에어서울,"17:10ICN19:40NRT직항, 02시간 30분","성인/롯데카드 할인특가확인편도 322,200원~"
2024.04.01 Mon,대한항공,"17:25ICN19:45NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 364,500원~"
2024.04.01 Mon,아시아나항공,"18:30ICN21:00NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 368,000원~"
2024.04.01 Mon,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/롯데카드편도 394,400원~"
2024.04.01 Mon,대한항공,"18:35ICN21:05NRT직항, 02시간 30분","장애인편도 395,200원~"
2024.04.01 Mon,대한항공,"10:10ICN12:40NRT직항, 02시간 30분","장애인편도 395,200원~"
2024.04.01 Mon,아시아나항공,"15:45ICN18:15NRT직항, 02시간 30분","성인/롯데카드편도 402,500원~"
2024.04.01 Mon,일본항공,"18:35ICN21:05NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.01 Mon,일본항공,"10:10ICN12:40NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.01 Mon,일본항공,"17:25ICN19:45NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.01 Mon,일본항공,"13:00ICN15:25NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.01 Mon,ANA항공 ,"12:15ICN14:40NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.01 Mon,ANA항공 ,"18:30ICN21:00NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.02 Tue,에어부산,"07:35ICN10:05NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 172,000원~"
2024.04.02 Tue,이스타항공,"07:05ICN09:50NRT직항, 02시간 45분","성인/KB국민카드(이용실적 충족시)편도 173,600원~"
2024.04.02 Tue,이스타항공,"08:00ICN10:30NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 173,600원~"
2024.04.02 Tue,에어서울,"07:50ICN10:30NRT직항, 02시간 40분","성인/롯데카드 할인특가확인편도 185,000원~"
2024.04.02 Tue,이스타항공,"15:10ICN17:30NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 186,800원~"
2024.04.02 Tue,제주항공,"07:40ICN10:15NRT직항, 02시간 35분","성인/신한카드 할인특가확인편도 190,700원~"
2024.04.02 Tue,에어서울,"17:10ICN19:40NRT직항, 02시간 30분","성인/롯데카드 할인특가확인편도 194,100원~"
2024.04.02 Tue,티웨이항공,"10:20ICN12:50NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 194,800원~"
2024.04.02 Tue,티웨이항공,"07:45ICN10:15NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 194,800원~"
2024.04.02 Tue,티웨이항공,"15:00ICN17:30NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 194,800원~"
2024.04.02 Tue,진에어,"06:45ICN09:20NRT직항, 02시간 35분","성인/삼성카드편도 199,400원~"
2024.04.02 Tue,진에어,"07:25ICN10:00NRT직항, 02시간 35분","성인/삼성카드편도 199,400원~"
2024.04.02 Tue,에어부산,"15:50ICN18:10NRT직항, 02시간 20분","성인/삼성 iD NOMAD 카드편도 204,500원~"
2024.04.02 Tue,제주항공,"13:20ICN15:55NRT직항, 02시간 35분","성인/신한카드 할인특가확인편도 207,600원~"
2024.04.02 Tue,제주항공,"08:30ICN11:00NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 207,600원~"
2024.04.02 Tue,제주항공,"15:05ICN17:30NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 207,600원~"
2024.04.02 Tue,제주항공,"10:35ICN12:55NRT직항, 02시간 20분","성인/신한카드 할인특가확인편도 207,600원~"
2024.04.02 Tue,제주항공,"16:05ICN18:30NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 207,600원~"
2024.04.02 Tue,에어서울,"10:15ICN12:40NRT직항, 02시간 25분","성인/롯데카드 할인특가확인편도 212,400원~"
2024.04.02 Tue,진에어,"14:45ICN17:10NRT직항, 02시간 25분","성인/삼성카드편도 235,000원~"
2024.04.02 Tue,아시아나항공,"15:45ICN18:15NRT직항, 02시간 30분","성인/롯데카드편도 242,400원~"
2024.04.02 Tue,아시아나항공,"18:30ICN21:00NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 249,600원~"
2024.04.02 Tue,아시아나항공,"12:15ICN14:40NRT직항, 02시간 25분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 258,600원~"
2024.04.02 Tue,대한항공,"17:25ICN19:45NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 286,900원~"
2024.04.02 Tue,대한항공,"18:35ICN21:05NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 286,900원~"
2024.04.02 Tue,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 312,000원~"
2024.04.02 Tue,대한항공,"10:10ICN12:40NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 330,600원~"
2024.04.02 Tue,대한항공,"13:00ICN15:25NRT직항, 02시간 25분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 364,500원~"
2024.04.02 Tue,진에어,"09:45ICN12:15NRT직항, 02시간 30분","성인/삼성카드편도 392,600원~"
2024.04.02 Tue,일본항공,"18:35ICN21:05NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.02 Tue,일본항공,"10:10ICN12:40NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.02 Tue,일본항공,"17:25ICN19:45NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.02 Tue,일본항공,"13:00ICN15:25NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.02 Tue,ANA항공 ,"12:15ICN14:40NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.02 Tue,ANA항공 ,"09:00ICN11:20NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.02 Tue,ANA항공 ,"18:30ICN21:00NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.02 Tue,ANA항공 ,"15:45ICN18:15NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.03 Wed,이스타항공,"15:10ICN17:30NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 173,600원~"
2024.04.03 Wed,이스타항공,"08:00ICN10:30NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 173,600원~"
2024.04.03 Wed,에어프레미아,"08:50ICN11:20NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 174,000원~"
2024.04.03 Wed,티웨이항공,"10:20ICN12:50NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 178,600원~"
2024.04.03 Wed,티웨이항공,"15:00ICN17:30NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 178,600원~"
2024.04.03 Wed,진에어,"06:45ICN09:20NRT직항, 02시간 35분","성인/삼성카드편도 184,200원~"
2024.04.03 Wed,진에어,"07:25ICN10:00NRT직항, 02시간 35분","성인/삼성카드편도 184,200원~"
2024.04.03 Wed,에어부산,"15:50ICN18:10NRT직항, 02시간 20분","성인/삼성 iD NOMAD 카드편도 186,000원~"
2024.04.03 Wed,에어부산,"07:35ICN10:05NRT직항, 02시간 30분","성인/삼성 iD NOMAD 카드편도 186,000원~"
2024.04.03 Wed,제주항공,"15:05ICN17:30NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 190,700원~"
2024.04.03 Wed,제주항공,"16:05ICN18:30NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 190,700원~"
2024.04.03 Wed,제주항공,"13:20ICN15:55NRT직항, 02시간 35분","성인/신한카드 할인특가확인편도 190,700원~"
2024.04.03 Wed,제주항공,"12:30ICN15:00NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 190,700원~"
2024.04.03 Wed,제주항공,"07:40ICN10:15NRT직항, 02시간 35분","성인/신한카드편도 194,000원~"
2024.04.03 Wed,티웨이항공,"07:45ICN10:15NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 194,800원~"
2024.04.03 Wed,제주항공,"10:35ICN12:55NRT직항, 02시간 20분","성인/신한카드 할인특가확인편도 207,600원~"
2024.04.03 Wed,에어서울,"10:15ICN12:40NRT직항, 02시간 25분","성인/롯데카드 할인특가확인편도 212,400원~"
2024.04.03 Wed,에어서울,"07:50ICN10:30NRT직항, 02시간 40분","성인/롯데카드 할인특가확인편도 212,400원~"
2024.04.03 Wed,아시아나항공,"12:15ICN14:40NRT직항, 02시간 25분","성인/롯데카드편도 224,400원~"
2024.04.03 Wed,아시아나항공,"09:00ICN11:20NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 242,400원~"
2024.04.03 Wed,아시아나항공,"15:45ICN18:15NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 249,600원~"
2024.04.03 Wed,아시아나항공,"18:30ICN21:00NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 249,600원~"
2024.04.03 Wed,진에어,"14:45ICN17:10NRT직항, 02시간 25분","성인/신한카드 할인특가확인편도 255,200원~"
2024.04.03 Wed,진에어,"09:45ICN12:15NRT직항, 02시간 30분","성인/신한카드 할인특가확인편도 255,200원~"
2024.04.03 Wed,에티오피아항공,"17:40ICN20:05NRT직항, 02시간 25분","성인/삼성카드편도 273,800원~"
2024.04.03 Wed,대한항공,"13:00ICN15:25NRT직항, 02시간 25분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 276,300원~"
2024.04.03 Wed,대한항공,"18:35ICN21:05NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 286,900원~"
2024.04.03 Wed,대한항공,"17:25ICN19:45NRT직항, 02시간 20분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 313,600원~"
2024.04.03 Wed,대한항공,"10:10ICN12:40NRT직항, 02시간 30분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 330,600원~"
2024.04.03 Wed,제주항공,"08:30ICN11:00NRT직항, 02시간 30분","성인/삼성카드편도 358,400원~"
2024.04.03 Wed,에어서울,"17:10ICN19:40NRT직항, 02시간 30분","성인/롯데카드편도 372,600원~"
2024.04.03 Wed,일본항공,"10:10ICN12:40NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.03 Wed,일본항공,"18:35ICN21:05NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.03 Wed,일본항공,"17:25ICN19:45NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.03 Wed,일본항공,"13:00ICN15:25NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 409,500원~"
2024.04.03 Wed,ANA항공 ,"09:00ICN11:20NRT직항, 02시간 20분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.03 Wed,ANA항공 ,"12:15ICN14:40NRT직항, 02시간 25분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.03 Wed,ANA항공 ,"15:45ICN18:15NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
2024.04.03 Wed,ANA항공 ,"18:30ICN21:00NRT직항, 02시간 30분","성인/KB국민카드(이용실적 충족시)편도 410,000원~"
